,variable,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unpriv_unbalance,priv_unbalance,statistical_parity,equal_opportunity,average_odds,kurtosis_var,skew_var,gini,simpson,shannon,ir,pos_prob
0,iFeb55,0.11032106226378721,0.008334505708910811,0.08932969557249124,0.3364124597207304,0.9502306245300712,3.5785347711245095,-0.24618358761118198,-0.016418765609120145,-0.003216919687504278,47.82996567351828,7.059006767356207,0.981064072993829,-0.9999999999828139,-4368841.503561873,0.019301417234030203,-0.24708276414823918
1,dIncome4,0.20479240578173988,0.030992773984612726,0.06602631325643013,0.2080391428217515,0.7023445504766319,2.212983749057912,-0.14028257820594064,-0.015497356248982963,0.0022492995373989254,0.32054902051585143,1.5233339793622522,0.8029605945596329,-0.9999999999757925,-4226127.057152209,0.24539112725504203,-0.14201282956532138
2,dIncome5,-0.24981016279694226,0.043468481122750695,0.10762056404174797,0.009713851015272983,1.1447968687935466,0.10332956647483953,0.09746822045748559,0.003983373969280279,0.021199901813891087,2.35416438822878,2.0866588689657752,0.8609683967310611,-0.999999999978244,-4259134.5668858,0.16148281841333137,0.09790671302647498
3,dIncome6,-0.10002064932992606,0.007616529912240696,0.0969039036639173,0.008789304283238425,1.0308000750236748,0.0934948456358381,0.08756599216623998,0.007627719317768178,0.004905091396728865,25.466432938245347,5.240823003128444,0.9671397597516973,-0.9999999999823292,-4350867.63689962,0.03397672354690411,0.08811459938067887
4,dIncome7,-0.10531034196937963,0.007092036001667261,0.09780300128825598,0.03972355395056348,1.0403640849714701,0.4225530741719199,0.058243759281905075,0.0007477118724235066,0.011114936026593065,10.376094925500665,3.517955444344241,0.9346659669933165,-0.9999999999811503,-4316518.978497839,0.06990094356046099,0.0580794473376925
5,dIncome8,0.02725716135189925,0.001623543571517917,0.0946500484273844,0.07952038369304557,1.0068250434814143,0.8458856080864429,0.015406062059665618,-0.0013725578643982717,0.0018750025571047182,18.625408226592945,4.541503792274445,0.95759247281647,-0.9999999999819896,-4339882.824078954,0.044285568639445376,0.01512966473433884
6,iKorean,0.06821605918704089,0.003624320419794951,0.09102044036255381,0.23845845042151748,0.9682156570266656,2.5365643621233755,-0.14396059372806574,-0.018372996516173967,0.0038373912832460957,44.36504846013308,6.809162027580886,0.9797338800548349,-0.9999999999827681,-4366995.704674746,0.02068533135143888,-0.14743801005896368
7,iMay75880,0.09246392996759652,0.005275168758413113,0.0922191030863005,0.2662183544303797,0.9809662437300808,2.831855986640667,-0.1724118660851363,-0.002983966271606353,-0.0035160013863909227,92.25477539676936,9.70845120687538,0.9897164288997636,-0.9999999999831086,-4381810.566959903,0.010390421740971061,-0.17399925134407923
8,iOthrserv,-0.008780682518022338,0.0001553475993599997,0.09403109112240907,0.0784313725490196,1.000240982238455,0.8343014228625244,0.015192340135115445,-0.0011055703079041468,-0.009038603979807549,683.6120215428244,26.18408791337834,0.9985477710115568,-0.9999999999834043,-4398252.27721764,0.0014543410246382479,0.01559971857338946
9,iRownchld,-0.44514699616586006,0.1539833035595311,0.12323660083309777,6.856829402084476e-05,1.3109100106533789,0.0007293844721267957,0.1226346792938891,0.013063356230356815,-0.008747560585256145,-0.47482951372873705,1.234979493524213,0.7626968339780905,-0.9999999999740642,-4207798.179521777,0.3111369491127669,0.12316803253907693
10,iRrelchld,-0.46895041443037766,0.17037149808081953,0.1263237891122617,7.945841146743795e-05,1.3437494917212536,0.0008452263882574124,0.1256975928124053,0.01340462927927799,-0.008717064859414201,-0.7493141831863408,1.1183433788880308,0.7440253184123924,-0.9999999999732715,-4200402.547869429,0.3440402836476165,0.12624433070079424
11,iSept80,0.09645715102018892,0.007718534333404213,0.09305075006924034,0.15313935681470137,0.9898127580602025,1.6289958869061543,-0.059205151847227064,-0.00011053512694092493,-0.0021896422700873547,57.760886835201546,7.7304862012621784,0.9840620919419597,-0.9999999999829166,-4373129.453225323,0.01619603903915076,-0.06008860674546103
12,iSex,-0.1476010058365276,0.02768486613701473,0.14565626962528783,0.045212176829847156,1.5493957207146205,0.48093743911313275,0.09978587776119972,0.009636341841014473,-0.0019971637795839813,-1.9967897160012136,-0.05680254765599461,0.48580517351492297,-0.9999999999669316,-4156446.5089488877,0.944788139615835,0.10044409279544067
13,iVietnam,0.1685620085128637,0.017609263020286522,0.08518134976762982,0.3473480729732995,0.9061032467341701,3.694860641754792,-0.26146244673804986,-0.013927685199229045,-0.004673086518724227,24.73562412322274,5.170630801049876,0.9663302539570189,-0.9999999999823007,-4349900.282098872,0.034842897555061626,-0.2621667232056697
14,iWWII,-0.061801208980800895,0.002943728302452529,0.09532065323105808,0.06079417745906026,1.0139584968904272,0.6466885266370975,0.0353274841689188,-0.009638601011753178,0.017547223323882873,21.35153646443836,4.83232477737447,0.9619939063332642,-0.999999999982147,-4344836.145991174,0.03950762412996964,0.03452647577199782
0,iFeb55,0.11104655617369852,0.008437423100685992,0.08950898779517114,0.34446130500758726,0.9492625090896948,3.6530879270366765,-0.250362654206044,-0.017111638160281273,0.0013186725635415484,48.31061436274426,7.0929698519291255,0.9812349234630576,-0.9999999999828197,-4369080.979291321,0.0191239387105333,-0.2549523172124161
1,dIncome4,0.208708043534661,0.03193254593234131,0.06563863244394846,0.21031444474111197,0.6961121386998881,2.2304309592865748,-0.14340490776613657,-0.016791060948494585,0.002628853399797471,0.29597102637765493,1.515245398772597,0.8019395596125762,-0.9999999999757486,-4225619.485989942,0.24697676777924318,-0.1446758122971635
2,dIncome5,-0.24852111126758433,0.04310973348455356,0.10787731081323622,0.009968628140850852,1.1440626160443077,0.10571949470393546,0.09798817525268003,0.004559252440514805,0.018467425672614533,2.3687479273816785,2.090150390746701,0.8612572153814236,-0.999999999978256,-4259321.459398735,0.16109332048629807,0.09790868267238537
