,variable,correlation_true,mutual_info,unpriv_prob_pos,priv_prob_pos,unpriv_unbalance,priv_unbalance,statistical_parity,equal_opportunity,average_odds,kurtosis_var,skew_var,gini,simpson,shannon,ir,pos_prob
0,SEX,-0.009717748175569215,4.7127877058461554e-05,0.2246808510638298,0.21643835616438356,1.022826332612275,0.9853035940715488,0.02949577382687263,0.017219469542407495,0.03148091944275023,-1.803978789199093,-0.4440994350223,0.39166666666666666,-0.9999997877421066,-31754.64029000143,0.6438356164383562,0.008242494899446229
0,SEX,-0.04536750506481653,0.0010224656073122562,0.2404549147034931,0.20237422272470323,1.103004195887583,0.9283221225903816,0.026432296629514795,0.013233598406347413,0.016545198615197376,-1.868196445275455,-0.36475946031734197,0.4103333333333333,-0.9999997847018616,-31722.21485275179,0.6958733747880158,0.038080691978789855
0,SEX,-0.04116965819088878,0.0008418254549960869,0.236318407960199,0.20178372352285395,1.0957576876052504,0.9356277752218884,0.01736579088947681,0.03619305923004812,0.0163326107909098,-1.8412650179899928,-0.3999536684262477,0.402,-0.9999997859988461,-31735.914845236653,0.6722408026755853,0.03453468443734506
0,SEX,-0.059541156910615164,0.0017538735647897874,0.25935596170583114,0.20799567801188545,1.139191632675686,0.9135974144006682,0.024936065890570763,0.04250754302592774,0.028864416125516986,-1.7692364176710076,-0.4816051475317139,0.383,-0.9999997893140952,-31771.84045390082,0.6207455429497569,0.051360283693945685
0,SEX,-0.06342050104822032,0.001989901005830297,0.2426284751474305,0.1897407611693326,1.1517174453200816,0.9006681701075914,0.034104062627350634,0.04861035923739021,0.017093799480655827,-1.818934920372034,-0.4269404499113625,0.39566666666666667,-0.9999997870499994,-31747.162607981096,0.6547159404302262,0.05288771397809788
0,SEX,-0.025896191766865202,0.00033342077540712833,0.22691292875989447,0.2050456253354804,1.063654353562005,0.9611513687600642,0.026222352519626055,0.008448087106647018,0.042807431318760664,-1.7520910702423884,-0.49907658262385246,0.379,-0.9999997900720011,-31780.24228422875,0.6103059581320451,0.021867303424414064
0,SEX,-0.03866525289434793,0.0007430549775971351,0.2470978441127695,0.2140468227424749,1.0869406632526515,0.9415549387498897,0.04364742619122891,0.023735835870813182,0.044862376116392745,-1.8412650179899925,-0.39995366842624774,0.402,-0.9999997859988461,-31735.914845236653,0.6722408026755853,0.03305102137029459
0,SEX,-0.04171033955171931,0.0008653876878750577,0.2570281124497992,0.22108262108262108,1.0891021713974545,0.9367907672992419,0.018013936086225243,0.02908042426114721,0.026088357133670442,-1.8820957655980504,-0.345194741825555,0.415,-0.999999784019611,-31715.08596172135,0.7094017094017094,0.03594549136717809
0,SEX,-0.014871119321410567,0.00011024968456324613,0.22602739726027396,0.2134279475982533,1.0352399874516365,0.9775325844194807,0.009918795238380095,0.008864479272596815,0.01564972268330983,-1.7949431067166575,-0.4541519204846557,0.3893333333333333,-0.9999997881557005,-31759.136424565462,0.6375545851528385,0.012599449662020673
0,SEX,-0.0574651483621786,0.0016360105557843285,0.25506756756756754,0.20594713656387664,1.1319566608028147,0.913966582384068,0.019875878080723892,0.040786105488748614,0.025864029301313686,-1.8152585231462819,-0.4312216298659427,0.39466666666666667,-0.9999997872210041,-31749.004837824978,0.6519823788546255,0.0491204310036909
